Assets,Liabilities,Equity,Paid-up Capital,Revenue,Profit (Loss) from Other Activities,Net Profit,EPS (Baht),ROA (%),ROE (%),Net Profit Margin (%),SymbolId,Period as of
3155090.81,2737268.89,376297.55,23932.6,182231.62,11704.96,38459.12,16.07,2.64,10.61,24.26,614,2018-12-30 00:00:00
3293888.99,2840174.27,406357.62,23932.6,185002.38,16818.44,38726.74,16.18,2.52,9.9,23.48,614,2019-12-30 00:00:00
3658797.76,3167511.71,439669.63,23693.28,176921.41,9234.39,29487.12,12.42,1.72,6.97,19.04,614,2020-12-30 00:00:00
4103398.52,3566723.5,476713.71,23693.28,258001.38,5662.07,38052.72,15.77,1.75,8.3,16.37,614,2021-12-30 00:00:00
18121.01,6113.9,11950.81,586.4,14325.94,22.21,2014.87,1.72,12.19,17.38,14.2,569,2018-12-30 00:00:00
16501,4739.06,11712.33,586.4,12288.69,19.17,934.49,0.8,6.07,7.9,7.73,569,2019-12-30 00:00:00
17377.04,5315.02,12009.88,589.03,11741.86,9.84,1126.79,0.96,7.6,9.5,9.73,569,2020-12-30 00:00:00
21950.73,8508.64,13380.41,590.79,15329.77,17.41,2426.28,2.06,13.86,19.11,16.05,569,2021-12-30 00:00:00
6014.21,3781.04,2233.16,120,19894.6,,1328.55,5.54,27.87,59.49,6.68,551,2019-12-30 00:00:00
19318.24,8470.76,10847.47,870,19010.05,,1405.03,1.11,14.57,21.48,7.39,551,2020-12-30 00:00:00
17045.55,7728.66,9298.91,871.29,18972.08,,46.92,0.03,0.63,0.47,0.24,551,2021-12-30 00:00:00
306329.5,263988.94,42180.46,8467.51,21701.37,909.61,6041.98,7.14,4.39,14.47,27.85,615,2018-12-30 00:00:00
311690.01,267678.75,43902.11,8467.51,23778.75,1706.85,5988.44,7.07,4.21,13.91,25.19,615,2019-12-30 00:00:00
363411.02,316785.3,46517.18,8467.51,25391.78,1128.49,5123.27,6.05,3.37,11.33,20.26,615,2020-12-30 00:00:00
436123.2,384961.05,51046.1,8467.51,29101.4,-167.4,6318.05,7.46,2.9,12.95,21.84,615,2021-12-30 00:00:00
2739203.19,2425062.09,305875.45,72005.04,154068.76,5064.59,28491.29,2.04,2.65,9.6,20.18,616,2018-12-30 00:00:00
3012216.12,2663889.73,338287.3,72005.04,157678.72,8992.87,29284.04,2.09,2.57,9.09,20.38,616,2019-12-30 00:00:00
3327780.27,2972716.68,343465.75,72005.04,147758.14,6145.63,16731.59,1.2,1.53,4.91,13.16,616,2020-12-30 00:00:00
3556744.44,3182633,360052.89,72005.04,140309.27,5224.75,21588.29,1.54,1.51,6.14,17.5,616,2021-12-30 00:00:00
79647.82,63296.21,16351.61,2578.33,17713.28,142.34,5139.59,1.99,10.4,35.53,29.02,617,2018-12-30 00:00:00
85409.26,65674.22,19707.71,2578.33,18979.96,149.11,5524.07,2.14,9.92,28.03,29.1,617,2019-12-30 00:00:00
88403.31,65553.04,22798.95,2578.33,18891,46.25,5332.87,2.07,9.42,25.09,28.22,617,2020-12-30 00:00:00
89471.09,62386.69,26836.36,2578.33,21441.67,10.67,5878.69,2.28,9.75,23.69,27,617,2021-12-30 00:00:00
111480.89,60729.17,49982.66,11949.71,34985.05,4862.88,10475.43,0.88,11.71,20.94,30.03,248,2018-12-30 00:00:00
113139.05,59956.18,52463.31,11949.71,31241.74,5786.94,10024.91,0.84,11.22,19.57,32.16,248,2019-12-30 00:00:00
122571.06,71970.38,49903.62,11949.71,30965.09,2908.6,7144.92,0.6,7.83,13.96,23,248,2020-12-30 00:00:00
125198.06,74551.76,49946.81,11949.71,33031.78,2811.07,6936.13,0.58,7.53,13.89,21.01,248,2021-12-30 00:00:00
14074.21,7441.73,6509.95,894.67,10074.23,597.06,1283.59,1.43,12.06,19.86,12.9,503,2018-12-30 00:00:00
14005.75,7399,6455.64,894.67,10822.47,318.75,1170.03,1.31,11.21,18.05,11.07,503,2019-12-30 00:00:00
17678.21,11052.18,6482.38,894.67,3936.43,739.79,-527.49,-0.59,-2.89,-8.15,-13.72,503,2020-12-30 00:00:00
16519.47,9232.65,7169.92,894.67,3365.01,3554.5,1581.45,1.77,12.58,23.17,45.74,503,2021-12-30 00:00:00
9632.59,3908.25,5724.25,433.39,10443.48,-6.93,1206.01,1.39,15.72,21.99,11.55,461,2018-12-30 00:00:00
10532.71,4357.61,6175,435.94,11163.72,-72.25,1138.52,1.31,13.53,19.14,10.2,461,2019-12-30 00:00:00
11589.71,4610.79,6957.64,435.94,12613.02,-15.47,1392.65,1.6,15.32,21.21,11.01,461,2020-12-30 00:00:00
13271.7,5246.58,8002.82,435.94,14182.36,117.01,1946.83,2.23,18.54,26.03,13.69,461,2021-12-30 00:00:00
267700.31,184626.19,71923.74,4618.91,78840.06,487.94,5444.77,1.18,5.16,9.13,7.25,40,2018-12-30 00:00:00
254183.77,168315.92,75461.25,4619,129061.6,827.51,10697.93,2.04,6.66,14.52,8.52,40,2019-12-30 00:00:00
362326.52,286002.61,66980.9,5182.33,58695.64,-463.9,-21407.34,-4.71,-5.74,-30.06,-38.68,40,2020-12-30 00:00:00
369632.89,290140.46,68022.67,5213.77,76211.26,1260.38,-13166.51,-2.83,-2.41,-19.51,-18.6,40,2021-12-30 00:00:00
49146.11,36847.04,12299.07,2120,10416.46,,3713.39,1.75,13.3,34.96,35.65,618,2018-12-30 00:00:00
61871.6,45899.89,15971.71,2120,12687.93,,4237.47,2,11.02,26.53,33.4,618,2019-12-30 00:00:00
77221.88,56539.74,20682.13,2120,14732.59,36.14,5213.92,2.46,11.98,28.45,35.39,618,2020-12-30 00:00:00
98389.84,73521.34,24868.5,2120,16018.74,19.51,4944.55,2.33,9.49,21.71,30.87,618,2021-12-30 00:00:00
7480.91,5376.03,2104.68,3810,3216.12,4.68,633.86,16.64,10.15,30.12,19.71,510,2020-12-30 00:00:00
9305.45,2459.95,6845.34,4762.5,5438.12,0.1,828.38,0.42,13.04,18.51,15.23,510,2021-12-30 00:00:00
152176.21,113468.38,38707.83,90000,583208.75,927.85,10895.81,1.21,9.59,28.15,1.87,408,2019-12-30 00:00:00
144979.3,107063.34,37823.44,90000,432848.96,108.31,8791.07,0.98,8.09,22.97,2.03,408,2020-12-30 00:00:00
207658.88,107786.68,99817.78,120000,515279.67,837.68,11474.03,0.99,8.76,16.67,2.23,408,2021-12-30 00:00:00
27203.33,18402.01,7437.31,1224.54,16323.01,-221.54,3337.95,1.37,18.43,53.15,20.68,258,2018-12-30 00:00:00
32079.48,21145.61,9656.64,1226.43,13663.56,219.58,3027.13,1.24,14.38,35.42,22.99,258,2019-12-30 00:00:00
33693.57,21685.57,11373.38,1226.43,10933.37,784.87,2661.89,1.09,10.91,25.32,25.28,258,2020-12-30 00:00:00
35398.44,19458.44,14937.09,1226.43,15266.93,634.37,3193.93,1.3,13.14,24.28,22.12,258,2021-12-30 00:00:00
23456.17,5153.44,18087.76,3003.75,24812.45,351.07,3005.34,1.48,19.68,28.06,12.34,44,2018-12-30 00:00:00
24323.87,6300.72,17871.31,3003.75,26151.32,199.53,3259.01,1.08,16.74,18.13,12.5,44,2019-12-30 00:00:00
25855.48,6526.41,19224.1,3003.75,26129.08,225.31,3504.31,1.17,16.3,18.89,13.15,44,2020-12-30 00:00:00
27141.61,7237.81,19884.37,3003.75,27277.96,263.41,3254.92,1.08,14.88,16.65,11.68,44,2021-12-30 00:00:00
5734.02,1389.15,4056.25,352.96,4039.26,4.01,642.78,0.18,18.12,16.85,18.23,511,2018-12-30 00:00:00
7979.45,1089.48,6375.36,388.26,4919.5,-2.25,743.19,0.2,15.4,14.25,17.42,511,2019-12-30 00:00:00
12250.21,6595.67,5280.18,388.26,3768.02,-11.04,140.23,0.04,2.4,2.41,3.23,511,2020-12-30 00:00:00
13764.43,6404.23,7052.78,419.32,4607.41,-27.8,64.04,0.02,1.51,1.04,-0.23,511,2021-12-30 00:00:00
27836.91,15141.45,12695.42,1559.29,4970.12,19.07,456.2,0.29,4.53,3.65,9.18,559,2018-12-30 00:00:00
25060.55,13501.5,11559.01,1559.29,4182.65,14.19,-228.49,-0.15,1.81,-1.88,-5.46,559,2019-12-30 00:00:00
21396.85,11262.56,10134.26,1559.29,3739.07,8.06,-1294.86,-0.83,-2.98,-11.94,-34.63,559,2020-12-30 00:00:00
23530.5,9165.49,14364.98,1559.29,8814.29,22.8,4474.93,2.87,21.78,36.53,50.77,559,2021-12-30 00:00:00
20939.73,15463.91,5444.03,1670,108142,-12.21,624.74,0.37,5.31,11.85,0.58,411,2018-12-30 00:00:00
22651.87,15944.38,6647.52,1670,120251.82,39.64,1560.68,0.93,10.36,25.81,1.3,411,2019-12-30 00:00:00
42037.4,34057.48,7883.67,1670,104666.06,412.24,1894.04,1.13,10.62,26.07,1.82,411,2020-12-30 00:00:00
44384.2,36184.36,8095.13,1670,134088.17,204.73,1006.37,0.6,5.54,12.6,0.76,411,2021-12-30 00:00:00
2355483.87,1036989.52,875083.83,28563,2353090.01,14868.53,119683.94,4.15,10.75,14.13,7.03,412,2018-12-30 00:00:00
2484438.68,1183399.06,878604.11,28563,2239718.62,21320.82,92950.6,3.2,7.56,10.6,5.45,412,2019-12-30 00:00:00
2544182.88,1258337.79,882040.4,28563,1633977.16,15713.74,37765.81,1.32,3.72,4.29,2.44,412,2020-12-30 00:00:00
3078018.83,1605079.11,1006696.22,28563,2287758.51,-29416.61,108363.41,3.79,8.82,11.47,6.65,412,2021-12-30 00:00:00
635087.33,245023.94,390063.39,3969.99,176686.92,-367.98,36206.29,8.69,10.72,9.45,20.49,413,2018-12-30 00:00:00
669464.01,312405.29,357058.71,3969.99,195457.52,338.79,48802.54,11.72,11.81,13.06,24.97,413,2019-12-30 00:00:00
675637.1,321226.21,354410.88,3969.99,166599.74,2125.64,22664.01,5.65,7.34,6.37,13.6,413,2020-12-30 00:00:00
783535.67,368185.92,415349.75,3969.99,234631.13,-8087.13,38863.6,9.7,11.91,10.1,16.56,413,2021-12-30 00:00:00
469255.35,165773.14,296045.76,45088.49,522331.65,7402.36,40069.49,8.89,10.36,14.04,7.71,155,2018-12-30 00:00:00
452514.39,158919.04,285830.17,45088.49,415160.4,7813.13,11682.08,2.59,3.5,4.02,2.97,155,2019-12-30 00:00:00
489382.65,200388.69,281015.11,45088.49,331571.29,4144.26,199.61,0.04,0.86,0.07,0.2,155,2020-12-30 00:00:00
754115.49,426512.33,318241.84,45088.49,491490.37,635.51,44982.39,10.01,9.44,15.01,9.27,155,2021-12-30 00:00:00
54147.87,27878.38,26269.49,10714.38,16341.42,1776.24,3800.74,0.35,8.76,14.88,23.26,268,2018-12-30 00:00:00
50901.91,24038.5,26863.42,10714.38,10949.16,1927.28,2853.86,0.27,6.74,10.74,26.06,268,2019-12-30 00:00:00
47667.13,21098.69,26568.44,10714.38,9376.76,1530.3,2123.42,0.2,5.68,7.95,22.65,268,2020-12-30 00:00:00
46235.69,19250.53,26985.16,10714.38,8355.7,1382.07,1669.66,0.16,4.73,6.24,19.98,268,2021-12-30 00:00:00
101251.9,41315.89,59936.02,14500,40348.07,3870.44,5587.6,3.85,7.63,9.07,13.8,415,2018-12-30 00:00:00
100229.43,40815.5,59413.27,14500,39251.7,3835.9,5963.28,4.11,8.2,9.99,15.19,415,2019-12-30 00:00:00
112132.25,51610.68,60520.89,14500,34921.65,4774.56,6286.68,4.34,7.41,10.48,18,415,2020-12-30 00:00:00
154855.31,77045.76,70289.71,14500,38213.22,6429.86,7772.02,5.36,7.36,11.88,20.36,415,2021-12-30 00:00:00
3447.66,1355.9,2092.83,1480,2749.59,,323.75,0.26,12.42,15.47,11.68,49,2018-12-30 00:00:00
4412.31,542.44,3870.27,2000,2881.99,,352.78,0.22,11.93,11.83,12.27,49,2019-12-30 00:00:00
4883.4,794.58,4090.93,2000,3187.27,,519.02,0.26,13.92,13.04,16.23,49,2020-12-30 00:00:00
5005.52,768.97,4224.23,2000,3391.06,10.49,420.1,0.21,12.27,10.1,12.47,49,2021-12-30 00:00:00
18296.09,9887.67,8400.79,828.75,11982.17,311.58,-357.74,-0.43,-0.55,-4.13,-2.97,560,2018-12-30 00:00:00
17037.59,9632.22,7400.35,828.75,16566.18,222,-491.75,-0.59,-0.89,-6.22,-2.98,560,2019-12-30 00:00:00
17989.31,8915.48,9067.86,828.75,17254.7,179.32,1744.79,2.1,11.56,21.19,10.12,560,2020-12-30 00:00:00
38713.28,12800.22,25905.66,828.75,38007.26,216.63,17972.75,21.69,64.17,102.78,47.3,560,2021-12-30 00:00:00
39217.14,25588.94,11862.86,1147.77,7881.33,,2768.36,2.41,12.25,26.01,38.08,619,2018-12-30 00:00:00
45461.61,25269.9,18388.37,1336.25,9793.26,,3756.49,2.85,12.56,20.43,40.12,619,2019-12-30 00:00:00
52007.37,27937.49,22084.87,1373.15,10993.03,,4508.33,3.32,14.13,22.28,43.58,619,2020-12-30 00:00:00
49966.87,22991.54,24697.86,1373.15,10230.83,-28.94,4722.14,3.44,14.08,20.19,49.24,619,2021-12-30 00:00:00
589787.39,271918.29,277096.53,1200,490260.92,15046.52,44748.34,37.29,11.48,16.63,10.74,213,2018-12-30 00:00:00
634733.23,306990.1,280215.41,1200,446826.77,11632.06,32014.28,26.68,7.48,11.49,7.43,213,2019-12-30 00:00:00
749380.88,353254.84,320972.18,1200,407217.16,9455.79,34143.87,28.45,7.25,11.36,9.16,213,2020-12-30 00:00:00
861101.03,411092.68,365690.73,1200,540705.96,17542.66,47173.99,39.31,8.74,13.74,10.12,213,2021-12-30 00:00:00
139513.05,76697.05,42952.05,3126,89783.61,180.2,5268.51,1.69,6.13,12.27,6.56,167,2019-12-30 00:00:00
172428.88,62588.1,88737.82,4292.92,93388.33,-155.82,6457.48,1.95,6.26,9.81,7.82,167,2020-12-30 00:00:00
206823.74,84523.8,96837.2,4292.92,126436.89,374.43,8294.37,1.93,6.8,8.94,7.63,167,2021-12-30 00:00:00
5092.54,3568.77,1523.76,270,2888.02,,-80.77,-0.3,1.35,-5.21,-2.8,468,2018-12-30 00:00:00
5906.57,3563.03,2343.54,401.51,2610.37,,165.89,0.46,5.79,8.58,6.36,468,2019-12-30 00:00:00
9247.4,6437.28,2810.12,412.53,3658.43,1.17,443.3,1.09,8.75,17.2,12.12,468,2020-12-30 00:00:00
24200.99,9362.39,14838.6,800.09,4397.05,4.14,700.59,1.4,7.93,7.94,15.93,468,2021-12-30 00:00:00
57703.77,22982.09,33985.78,2143.08,25809.53,,5770.42,2.92,12.79,18.71,22.64,279,2018-12-30 00:00:00
60511.44,22662.32,37086,2143.08,23957.15,,5402.76,2.52,11.54,15.2,22.82,279,2019-12-30 00:00:00
68206.52,30810.64,36579.37,2143.08,20969.29,209.16,4251.23,2.13,9.07,11.54,20.64,279,2020-12-30 00:00:00
71432.24,28505.91,42069.57,2143.08,29647.48,532.94,7070.32,3.63,13.38,17.98,24.08,279,2021-12-30 00:00:00
55010.64,16482.12,38528.52,30004.44,209243.59,744.46,2263.25,0.52,4.97,5.61,1.08,424,2018-12-30 00:00:00
54294.08,21818.05,32476.03,30004.44,168875.55,1218.13,-2808.7,-0.65,-6.67,-7.91,-1.66,424,2019-12-30 00:00:00
46541.08,20113.99,26427.09,30004.44,130234.19,463.03,-6004.84,-1.38,-14.64,-20.39,-4.61,424,2020-12-30 00:00:00
58725.89,24355.16,34370.73,30004.44,172546.16,-74.14,4746.46,1.09,11.64,15.61,2.75,424,2021-12-30 00:00:00
55748.11,30648.33,24705.19,1536,74950.96,-15.18,2064.36,1.34,5.72,8.67,2.86,7,2018-12-30 00:00:00
58330.87,32842.48,24119.03,1536,60602.38,698.93,-148.54,-0.1,1.44,-0.61,-0.09,7,2019-12-30 00:00:00
93117.22,39720.3,38071.24,1536,75879.46,436.6,9531.21,6.21,23.45,30.65,20.29,7,2020-12-30 00:00:00
114527.09,49478.5,46652.13,1536,118810.58,-1119.77,15846.7,10.32,28.46,37.41,22.03,7,2021-12-30 00:00:00
780.96,681.23,99.73,323.21,361.65,,-183.65,-0.57,-19.14,-96.15,-50.78,141,2018-12-30 00:00:00
12654.69,10341.33,2267.72,14049.56,11607.71,155.21,123.92,0.01,13.25,10.47,2.08,141,2019-12-30 00:00:00
27316.49,23552.77,3708.5,11906.4,16917.68,500.15,1608.66,0.14,13.5,53.84,9.57,141,2020-12-30 00:00:00
39142.11,32550.85,6504.61,11906.4,27129.64,-1.95,2783.11,0.23,13.46,54.5,10.3,141,2021-12-30 00:00:00
45575.41,34354.54,10961.06,1525.11,27656.97,343.94,1616.86,1.06,5.24,16.03,5.92,360,2018-12-30 00:00:00
49207.39,34559.59,14377.29,1525.11,33269.06,345.63,1483.64,0.97,3.95,11.71,4.49,360,2019-12-30 00:00:00
44033.27,29321.21,14432.86,1525.11,36006.07,321.03,1093.13,0.72,2.99,7.59,3.06,360,2020-12-30 00:00:00
46622.05,29255.37,17078.75,1525.11,27930.01,180.62,710.88,0.47,2.01,4.51,2.58,360,2021-12-30 00:00:00
13216.1,8814.07,4402.03,990,12139.69,84.34,634.3,0.83,6.9,14.41,5.06,108,2019-12-30 00:00:00
43293.41,11595.91,31697.5,1428.78,30692.41,161.32,14400.87,5.94,56.94,79.78,46.92,108,2020-12-30 00:00:00
51302.82,13089.7,38213.12,1431.63,48019.8,-481.27,23704.16,8.29,54.98,67.81,49.36,108,2021-12-30 00:00:00
49649.96,32094.91,13753.13,2734.95,5778,96.31,1045.43,0.04,5.67,7.9,22.05,426,2018-12-30 00:00:00
55706.49,36848.33,15474.66,2734.95,6375.93,1292.78,2137.11,0.08,7.88,14.62,37.24,426,2019-12-30 00:00:00
73160.31,52537.23,16781.2,2734.95,6768.34,273.1,1303.28,0.05,4.92,8.08,22.57,426,2020-12-30 00:00:00
80439.46,59005.87,19583.56,2734.95,9085.23,1006.72,2407.39,0.09,6.35,13.24,30.09,426,2021-12-30 00:00:00
11700.71,8615.79,3084.91,770.33,38252.66,145.32,721.49,0.94,9.17,24.63,1.89,604,2018-12-30 00:00:00
11341.85,8129.17,3212.68,847.36,34887.87,139.94,523.93,0.64,6.24,16.64,1.5,604,2019-12-30 00:00:00
8884.84,5414.09,3470.74,847.36,32244.44,151.03,641.95,0.76,7.95,19.21,1.99,604,2020-12-30 00:00:00
11286.83,7345.84,3924.65,847.36,37160.08,201.33,860.19,1.02,10.53,23.26,2.3,604,2021-12-30 00:00:00
24253.47,11716.37,12382.14,1573.82,27742.07,220.67,564.47,0.36,4.5,4.48,2.09,218,2018-12-30 00:00:00
25261.9,11683.24,13407.23,1576.76,37026.49,599.84,3123.28,1.98,15.59,24.22,8.5,218,2019-12-30 00:00:00
21334.46,6313.82,14837.35,1578.36,26290.99,195.18,3591.82,2.28,19.25,25.43,13.68,218,2020-12-30 00:00:00
24800.9,8863.62,15367.95,1578.36,27209.87,-842.41,2219.71,1.41,13.54,14.7,8.28,218,2021-12-30 00:00:00
1060929.17,923010.91,65735.41,11651.3,62241.57,1311.34,7839.43,6.74,3.28,12.27,25.4,621,2018-12-30 00:00:00
160926.56,86867.81,65832.97,11651.3,8431.61,1025.87,10807.06,9.43,1.04,16.43,198.78,621,2019-12-30 00:00:00
140755.63,67987.48,63310.6,11651.3,8879.3,6061.94,6669.03,6.26,7.31,10.33,88.39,621,2020-12-30 00:00:00
142734.59,68593.55,65113.98,11651.3,16198.62,2510.58,5287.18,5.04,6.29,8.23,41.5,621,2021-12-30 00:00:00
47531.06,40336.1,7194.96,3020.28,3827.37,,1640.71,0.54,6.71,25.59,42.87,622,2018-12-30 00:00:00
50880.93,43209.91,7671.02,3775.35,4238.15,,1963.56,0.52,6.83,25.6,46.33,622,2019-12-30 00:00:00
48518.01,37699.32,10818.68,5663.03,4262.73,,1860.2,0.4,6.82,20.12,43.64,622,2020-12-30 00:00:00
49223.46,37656.89,11566.56,5663.03,4226.49,,1709.18,0.3,6.25,15.27,40.44,622,2021-12-30 00:00:00
53335.52,41586.99,11748.54,7800.22,10558.86,-583.28,2416.14,1.15,7.88,20.57,22.88,623,2020-12-30 00:00:00
66525.4,44120.44,22404.96,8580.24,12047.13,,3168.91,1.41,8.47,18.56,26.3,623,2021-12-30 00:00:00
49639.42,39964.45,9582.63,594.29,13613.81,,1811.47,3.05,4.52,18.9,13.44,624,2021-12-30 00:00:00
302544.63,264715.18,37696.53,8006.56,24627.01,725.34,7015.69,8.76,4.51,19.41,28.6,625,2018-12-30 00:00:00
298304.1,259107.98,39192.98,8006.56,24855.5,-5.3,7270.23,9.08,4.71,18.91,29.26,625,2019-12-30 00:00:00
275443.21,235981.13,39458.94,8006.56,22865.95,10.66,6063.48,7.57,3.91,15.42,26.52,625,2020-12-30 00:00:00
243621.93,202421.55,41197.09,8006.56,21265.45,417.33,6784.59,8.47,4.17,16.82,31.91,625,2021-12-30 00:00:00
268612.95,142140.57,121712.02,20400.28,391219.82,999.05,10149.04,4.97,6.57,8.32,2.65,432,2018-12-30 00:00:00
283444.53,159521.02,119972.74,20400.28,366055.04,3333.3,6276.68,3.08,4.01,5.19,1.78,432,2019-12-30 00:00:00
306187.66,186069.23,116228.96,20400.28,249027.83,9789.99,-3301.41,-1.62,0.36,-2.8,-1.16,432,2020-12-30 00:00:00
362144.12,239050.04,120880.74,20400.28,345985.96,-4691.91,12578.03,6.17,5.59,10.61,3.76,432,2021-12-30 00:00:00
3824.89,1679.65,2145.25,300,2525.04,-0.55,404.27,1.77,17.47,32.06,16.01,626,2018-12-30 00:00:00
4256.96,1906.7,2350.26,300,2783.83,-0.65,507.23,1.69,15.43,22.57,18.22,626,2019-12-30 00:00:00
4953.91,2554.26,2399.65,300,3136.08,,702,2.34,18.92,29.56,22.38,626,2020-12-30 00:00:00
4436.4,1425.81,2676.37,300,3363.2,62.21,890.43,1.48,23.43,35.08,26.52,626,2021-12-30 00:00:00
495568.69,361685.18,133290.84,133472.78,173736.43,5061.59,7034.59,0.21,4.26,5.27,4,607,2018-12-30 00:00:00
523992.74,397973.6,125367.94,133472.78,149631.69,7902.84,5636.74,0.17,3.39,4.36,3.72,607,2019-12-30 00:00:00
617547.9,531930.77,85089.1,133472.78,143338.54,4152.79,1048.4,0.03,3.4,1,0.65,607,2020-12-30 00:00:00
624914.58,543096.53,81361.92,133472.78,147208.07,3677.12,-1428.41,-0.04,2.89,-1.72,-1.03,607,2021-12-30 00:00:00
37111.65,12524.66,19558.91,1822.46,14231.95,401,210.02,0.12,1.12,1.07,-1.3,564,2018-12-30 00:00:00
33473.05,10874.49,18187.28,1822.47,15717.02,1012.52,562.59,0.31,2.37,2.98,1.39,564,2019-12-30 00:00:00
31029.23,11837.81,16153.19,1822.47,12996.62,-2122.22,-1944.6,-1.07,-9.04,-11.33,-25.92,564,2020-12-30 00:00:00
38947.08,14546.81,21265.66,1822.47,22681.16,80.21,3858.65,2.12,12.09,20.62,16.25,564,2021-12-30 00:00:00
891713.31,792934.4,98778.91,41659.3,48554.59,13545.32,11601.24,0.26,2.89,12.3,23.89,627,2018-12-30 00:00:00
1858190.28,1663378.79,194776.87,91541.39,52251.82,3786.23,7222.48,0.15,1.58,4.92,13.82,627,2019-12-30 00:00:00
1808331.83,1603582.11,204712.63,91588.95,89885.61,2766.93,10112.18,0.1,1.68,5.06,11.25,627,2020-12-30 00:00:00
1759180.73,1548345.04,210834.56,91791.73,80709.8,2007.87,10474.05,0.11,1.46,5.04,12.98,627,2021-12-30 00:00:00
141916.08,95422.04,43233.47,1192.95,135306.37,1417.29,3256.21,0.68,4.52,7.43,2.7,65,2018-12-30 00:00:00
141909.05,90114.09,48423.2,1192.95,128445.7,740.41,3815.88,0.8,4.57,8.33,3.24,65,2019-12-30 00:00:00
144574.67,88838.02,52185.26,1192.95,134111.99,-527.49,6246.09,1.26,6.29,12.42,4.85,65,2020-12-30 00:00:00
166604.04,104390.64,59319.07,1192.95,141858.21,1712.94,8013,1.66,6.9,14.37,5.83,65,2021-12-30 00:00:00
22687.39,6239.96,13696.27,855.67,5362.39,-20.7,1101.24,0.13,10.06,12.15,22.5,517,2019-12-30 00:00:00
17076.95,3999.29,12783.9,861.12,4249.76,179.02,1423.94,0.17,5.92,10.75,30.68,517,2020-12-30 00:00:00
20970.23,3906.98,16591.69,861.12,3243.85,338.43,979.77,0.11,5.85,6.67,27.95,517,2021-12-30 00:00:00
40848.3,10865.59,29133.39,861.12,4426.15,-194.02,-120.26,-0.01,-0.46,-0.53,-6.24,517,2022-12-30 00:00:00
78344.95,47330.85,27225.73,1433.43,9079.58,2542.62,2906.81,0.2,7.08,11.08,42.71,281,2018-12-30 00:00:00
82263.83,49163.25,29477.63,1470.91,11440.12,1945.69,3229.25,0.22,6.54,11.39,34.64,281,2019-12-30 00:00:00
82621.11,50453.94,28805.19,1494.68,8197.88,1208.76,2523.75,0.17,5.18,8.66,34.95,281,2020-12-30 00:00:00
82769.49,48739.72,30594.11,1494.68,11638.82,325.07,2590.07,0.17,5.68,8.72,24.68,281,2021-12-30 00:00:00
